person_id,family_name,first_name,name_lang,sex,rustication,rustication_start,rustication_end,place_of_rust,birthyear,deathyear,alt_name,alt_name_lang,place_of_birth,social_position,neibu_access,source_id_1,page_number_1,source_id_2,page_number_2,commentary,note,created,created_by,last_modified,last_modified_by
P0212,He,Zhaowu,en,male,NULL,NULL,NULL,NULL,1921,,,,PL0002,,,https://baike.baidu.com/item/%E4%BD%95%E5%85%86%E6%AD%A6,,,,,,2018-01-05,MG,2018-02-07,WH
P0212,何,兆武,zh,male,NULL,NULL,NULL,NULL,1921,,,,PL0002,,,https://baike.baidu.com/item/%E4%BD%95%E5%85%86%E6%AD%A6,,,,,,2018-01-05,MG,2018-02-07,WH
P0213,Chi,Zehou,en,male,no,NULL,NULL,NULL,1931,,,,PL0011,,,https://baike.baidu.com/item/%E8%BF%9F%E6%B3%BD%E5%8E%9A,,,,,,2018-01-05,MG,2018-02-07,WH
P0213,迟,泽厚,zh,male,no,NULL,NULL,NULL,1931,,,,PL0011,,,https://baike.baidu.com/item/%E8%BF%9F%E6%B3%BD%E5%8E%9A,,,,,,2018-01-05,MG,2018-02-07,WH
P0214,Tang,Shaojie,en,male,yes,1976,[1977..1978],unknown,1959,,,,PL0153,,,https://baike.baidu.com/item/%E5%94%90%E5%B0%91%E6%9D%B0,,,,,,2018-01-05,MG,2018-02-07,WH
P0214,唐,少杰,zh,male,yes,1976,[1977..1978],unknown,1959,,,,PL0153,,,https://baike.baidu.com/item/%E5%94%90%E5%B0%91%E6%9D%B0,,,,,,2018-01-05,MG,2018-02-07,WH
P0215,Cai,Xiang,en,male,yes,1970,[1970..1980],PL0150,1953,,NULL,NULL,PL0003,,,https://baike.baidu.com/item/%E8%94%A1%E7%BF%94/3300403,,,,,,2018-01-12,MG,2018-02-06,WH
P0215,蔡,翔,zh,male,yes,1970,[1970..1980],PL0150,1953,,NULL,NULL,PL0003,,,https://baike.baidu.com/item/%E8%94%A1%E7%BF%94/3300403,,,,,,2018-01-12,MG,2018-02-06,WH
P0216,Deng,Gang,en,male,unknown,NULL,NULL,NULL,1945,,Ma Quanli,en,,,,https://paper-republic.org/authors/deng-gang/,,https://baike.baidu.com/item/%E9%82%93%E5%88%9A/37756,,,,2018-01-12,MG,2018-02-06,WH
P0216,邓,刚,zh,male,unknown,NULL,NULL,NULL,1945,,马全理,,,,,https://paper-republic.org/authors/deng-gang/,,https://baike.baidu.com/item/%E9%82%93%E5%88%9A/37756,,,,2018-01-12,MG,2018-02-06,WH
P0217,Wang,Xiaoni,en,female,yes,1969,1977,PL0151,1955,,NULL,NULL,PL0093,,unknown,https://en.wikipedia.org/wiki/Wang_Xiaoni,,http://culture.people.com.cn/n/2012/1130/c172318-19753645.html,,She went in the countryside in 1969-1974 with her parents.,,2018-01-12,MG,2018-02-06,WH
P0217,王,小妮,zh,female,yes,1969,1977,PL0151,1955,,NULL,NULL,PL0093,,unknown,https://en.wikipedia.org/wiki/Wang_Xiaoni,,http://culture.people.com.cn/n/2012/1130/c172318-19753645.html,,She went in the countryside in 1969-1974 with her parents.,,2018-01-12,MG,2018-02-06,WH
P0218,Tang,Xiaodu,en,male,yes,1968,1971,unknown,1954,,NULL,NULL,PL0116,,unknown,http://thescriptroad.org/guest/tang-xiaodu/,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E6%B8%A1,,He was 6 years worker after 1971.,,2018-01-12,MG,2018-02-06,WH
P0218,唐,晓渡,zh,male,yes,1968,1971,unknown,1954,,NULL,NULL,PL0116,,unknown,http://thescriptroad.org/guest/tang-xiaodu/,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E6%B8%A1,,He was 6 years worker after 1971.,,2018-01-12,MG,2018-02-06,WH
P0219,Tang,Xiaofeng,en,male,yes,1968,1972,PL0111,1948,,NULL,NULL,PL0146,,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E5%B3%B0/13871560,ONLINE Source,,,,,2018-01-25,OS,2018-01-25,OS
P0219,唐,晓峰,zh,male,yes,1968,1972,PL0111,1948,,NULL,NULL,PL0146,,,https://baike.baidu.com/item/%E5%94%90%E6%99%93%E5%B3%B0/13871560,ONLINE Source,,,,,2018-01-25,OS,2018-01-25,OS
P0220,Qian ,Dachuan,en,female,unknown,unknown,unknown,unknown,1952,,NULL,NULL,unknown,unknown,unknown,http://www.xujuneberlein.com/rem57.html ,ONLINE Source,,,,,2018-01-25,OS,2018-02-06,WH
P0220,钱,大川,zh,female,unknown,unknown,unknown,unknown,1952,,NULL,NULL,unknown,unknown,unknown,http://www.xujuneberlein.com/rem57.html ,ONLINE Source,,,,,2018-01-25,OS,2018-02-06,WH
P0250,Ehrenburg,Ilya,en,male,NULL,NULL,NULL,NULL,1891,1967,NULL,NULL,PL0142,NULL,NULL,https://en.wikipedia.org/wiki/Ilya_Ehrenburg,ONLINE Source,,,,,2018-01-23,OS,2018-01-23,OS
P0250,Эренбу́рг ,Илья́ ,ru,male,NULL,NULL,NULL,NULL,1891,1967,NULL,NULL,PL0142,NULL,NULL,https://en.wikipedia.org/wiki/Ilya_Ehrenburg,ONLINE Source,,,,,2018-01-23,OS,2018-01-23,OS
P0250,爱伦堡,伊利亚,zh,male,NULL,NULL,NULL,NULL,1891,1967,NULL,NULL,PL0142,NULL,NULL,https://en.wikipedia.org/wiki/Ilya_Ehrenburg,ONLINE Source,,,,,2018-01-23,OS,2018-01-23,OS
P0251,Eliot,T.S.,en,male,NULL,NULL,NULL,NULL,1888,1965,NULL,NULL,PL0143,NULL,NULL,https://en.wikipedia.org/wiki/T._S._Eliot,ONLINE Source,,,,,2018-01-24,OS,2018-01-24,OS
P0251,艾略特,T.S.,zh,male,NULL,NULL,NULL,NULL,1888,1965,托·史·艾略特 ,zh,PL0143,NULL,NULL,https://en.wikipedia.org/wiki/T._S._Eliot,ONLINE Source,,,,,2018-01-24,OS,2018-01-24,OS
P0252,Éluard,Paul,en,male,NULL,NULL,NULL,NULL,1895,1952,Eugène Émile Paul Grindel,en,PL0144,NULL,NULL,https://en.wikipedia.org/wiki/Paul_%C3%89luard,ONLINE Source,,ONLINE SOURCE,,,2018-01-24,OS,2018-01-24,OS
P0252,艾吕雅,保尔,zh,male,NULL,NULL,NULL,NULL,1895,1952,欧仁·埃米尔·保罗·格林德尔,zh,PL0144,NULL,NULL,https://en.wikipedia.org/wiki/Paul_%C3%89luard,ONLINE Source,https://zh.wikipedia.org/wiki/%E4%BF%9D%E5%B0%94%C2%B7%E8%89%BE%E5%90%95%E9%9B%85,ONLINE SOURCE,,,2018-01-24,OS,2018-01-24,OS
P0253,Engels,Friedrich,en,male,NULL,NULL,NULL,NULL,1820,1895,NULL,NULL,PL0145,NULL,NULL,https://en.wikipedia.org/wiki/Friedrich_Engels,ONLINE Source,,,,,2018-01-24,OS,2018-01-24,OS
P0253,恩格斯,弗里德里希,zh,male,NULL,NULL,NULL,NULL,1820,1895,NULL,NULL,PL0145,NULL,NULL,https://en.wikipedia.org/wiki/Friedrich_Engels,ONLINE Source,,,,,2018-01-24,OS,2018-01-24,OS
P0254,Fan ,Wenlan,en,male,NULL,NULL,NULL,NULL,1893,1969,NULL,NULL,PL0045,NULL,NULL,http://theory.people.com.cn/GB/17955655.html,ONLINE Source,,,,,2018-01-25,OS,2018-01-25,OS
P0254,范,文澜,zh,male,NULL,NULL,NULL,NULL,1893,1969,NULL,NULL,PL0045,NULL,NULL,http://theory.people.com.cn/GB/17955655.html,ONLINE Source,,,,,2018-01-25,OS,2018-01-25,OS
P0255,Zhang ,Ding,en,male,NULL,NULL,NULL,NULL,1917,2010,Tashan,en,PL0149,NULL,yes,https://baike.baidu.com/item/%E5%BC%A0%E4%BB%83,ONLINE Source,,,,,2018-01-26,OS,2018-01-26,OS
P0255,张,仃,zh,male,NULL,NULL,NULL,NULL,1917,2010,它山 ,zh,PL0149,NULL,yes,https://baike.baidu.com/item/%E5%BC%A0%E4%BB%83,ONLINE Source,,,,,2018-01-26,OS,2018-01-26,OS
P0221,Li,Ling,en,male,yes,1968,1975,PL0130,1948,,NULL,NULL,PL0129,unknown,yes,T00170,235,,,Grew up in Beijing. From 1971-1975 he was rusticated in Wuxiang 武乡 (Provinz Shanxi).,,2018-02-01,OS,2018-02-07,WH
P0221,李,零,zh,male,yes,1968,1975,PL0130,1948,,NULL,NULL,PL0129,unknown,yes,T00170,235,,,Grew up in Beijing. From 1971-1975 he was rusticated in Wuxiang 武乡 (Provinz Shanxi).,,2018-02-01,OS,2018-02-07,WH
P0222,Kautsky,Karl,en,male,NULL,NULL,NULL,NULL,1854,1938,NULL,NULL,PL0065,NULL,NULL,https://en.wikipedia.org/wiki/Karl_Kautsky,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0222,考茨基,卡尔,zh,male,NULL,NULL,NULL,NULL,1854,1938,NULL,NULL,PL0065,NULL,NULL,https://en.wikipedia.org/wiki/Karl_Kautsky,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0223,Trotsky,Leon,en,male,NULL,NULL,NULL,NULL,1879,1940,NULL,NULL,PL0128,NULL,NULL,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0223,Троцкий,Лев ,ru,male,NULL,NULL,NULL,NULL,1879,1940,NULL,NULL,PL0128,NULL,NULL,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0223,托洛茨基,列夫,zh,male,NULL,NULL,NULL,NULL,1879,1940,NULL,NULL,PL0128,NULL,NULL,https://en.wikipedia.org/wiki/Leon_Trotsky,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0224,Bukharin ,Nikolai,en,male,NULL,NULL,NULL,NULL,1888,1938,NULL,NULL,PL0027,NULL,NULL,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0224,Бухарин,Николай ,ru,male,NULL,NULL,NULL,NULL,1888,1938,NULL,NULL,PL0027,NULL,NULL,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0224,布哈林,尼古拉,zh,male,NULL,NULL,NULL,NULL,1888,1938,NULL,NULL,PL0027,NULL,NULL,https://en.wikipedia.org/wiki/Nikolai_Bukharin,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0225,Tito,Josip,en,male,NULL,NULL,NULL,NULL,1892,1980,NULL,NULL,PL0127,NULL,NULL,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0225,Тито,Јосип ,sr,male,NULL,NULL,NULL,NULL,1892,1980,NULL,NULL,PL0127,NULL,NULL,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0225,铁托,约瑟普,zh,male,NULL,NULL,NULL,NULL,1892,1980,NULL,NULL,PL0127,NULL,NULL,https://en.wikipedia.org/wiki/Josip_Broz_Tito,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0226,Lukacs ,György ,en,male,NULL,NULL,NULL,NULL,1885,1971,NULL,NULL,PL0126,NULL,NULL,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0226,卢卡奇,捷尔吉,zh,male,NULL,NULL,NULL,NULL,1885,1971,NULL,zh,PL0126,NULL,NULL,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0227,Solzhenitsyn,Aleksandr ,en,male,NULL,NULL,NULL,NULL,1918,2008,NULL,NULL,PL0125,NULL,NULL,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0227,Солженицын,Александр,ru,male,NULL,NULL,NULL,NULL,1918,2008,NULL,NULL,PL0125,NULL,NULL,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0227,索尔仁尼琴,亚历山大,zh,male,NULL,NULL,NULL,NULL,1918,2008,NULL,NULL,PL0125,NULL,NULL,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0228,Khrushchev,Nikita,en,male,NULL,NULL,NULL,NULL,1894,1971,NULL,NULL,PL0124,NULL,NULL,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0228,Хрущёв,Никита ,ru,male,NULL,NULL,NULL,NULL,1894,1971,NULL,NULL,PL0124,NULL,NULL,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0228,赫鲁晓夫,尼基塔,zh,male,NULL,NULL,NULL,NULL,1894,1971,NULL,NULL,PL0124,NULL,NULL,https://en.wikipedia.org/wiki/Nikita_Khrushchev,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0229,Zhang,Xiaokang,en,female,yes,1968,1971,PL0130,1949,,NULL,NULL,PL0004,S01,unknown,https://baike.baidu.com/item/%E5%BC%A0%E5%B0%8F%E5%BA%B7/8904922,ONLINE Source,,,,,2018-02-01,OS,2018-02-01,OS
P0229,张,小康,zh,female,yes,1968,1971,PL0130,1949,,NULL,NULL,PL0004,S01,unknown,https://baike.baidu.com/item/%E5%BC%A0%E5%B0%8F%E5%BA%B7/8904922,ONLINE Source,,,,,2018-02-02,OS,2018-02-02,OS
P0230,Liu,Jingzi,en,female,yes,1968?,unknown,PL0130,unknown,,NULL,NULL,unknown,unknown,unknown,T00170,249,,,,,2018-02-02,OS,2018-02-02,OS
P0230,刘,静子,zh,female,yes,1968?,unknown,PL0130,unknown,,NULL,NULL,unknown,unknown,unknown,T00170,249,,,,,2018-02-02,OS,2018-02-02,OS
P0231,Voynich ,Ethel,en,female,NULL,NULL,NULL,NULL,1864,1960,NULL,NULL,PL0123,NULL,NULL,https://en.wikipedia.org/wiki/Ethel_Voynich,ONLINE Source,,,,,2018-02-02,OS,2018-02-02,OS
P0231,伏尼契,艾捷尔,zh,female,NULL,NULL,NULL,NULL,1864,1960,NULL,NULL,PL0123,NULL,NULL,https://en.wikipedia.org/wiki/Ethel_Voynich,ONLINE Source,,,,,2018-02-02,OS,2018-02-02,OS
P0232,Dimitrov,Georgi,en,male,NULL,NULL,NULL,NULL,1882,1949,NULL,NULL,PL0122,NULL,NULL,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0232,Димитров ,Георги ,bg,male,NULL,NULL,NULL,NULL,1882,1949,NULL,NULL,PL0122,NULL,NULL,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0232,季米特洛夫,格奥尔基,zh,male,NULL,NULL,NULL,NULL,1882,1949,NULL,NULL,PL0122,NULL,NULL,https://en.wikipedia.org/wiki/Georgi_Dimitrov,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0233,Dostoyevsky,Fyodor ,en,male,NULL,NULL,NULL,NULL,1821,1881,NULL,NULL,PL0027,NULL,NULL,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0233,Dostoyevsky,Fyodor ,ru,male,NULL,NULL,NULL,NULL,1821,1881,NULL,NULL,PL0027,NULL,NULL,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0233,Dostoyevsky,Fyodor ,zh,male,NULL,NULL,NULL,NULL,1821,1881,NULL,NULL,PL0027,NULL,NULL,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0234,Doyle,Arthur Conan,en,male,NULL,NULL,NULL,NULL,1859,1930,NULL,NULL,PL0121,NULL,NULL,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0234,道尔 ,柯南,zh,male,NULL,NULL,NULL,NULL,1859,1930,NULL,NULL,PL0121,NULL,NULL,https://en.wikipedia.org/wiki/Arthur_Conan_Doyle,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0235,Drabkina,Elizaveta ,en,female,NULL,NULL,NULL,NULL,1901,1974,NULL,NULL,PL0120,NULL,NULL,https://encyclopedia2.thefreedictionary.com/Elizaveta+Drabkina,ONLINE Source,,,,,2018-02-05,OS,2018-02-05,OS
P0235,Drabkina,Jelisaweta,de,female,NULL,NULL,NULL,NULL,1901,1974,NULL,NULL,PL0120,NULL,NULL,https://encyclopedia2.thefreedictionary.com/Elizaveta+Drabkina,ONLINE Source,,,,,2018-02-06,OS,2018-02-06,OS
P0236,Dumas ,Alexandre,en,male,NULL,NULL,NULL,NULL,1802,1870,NULL,NULL,PL0119,https://en.wikipedia.org/wiki/Alexandre_Dumas,NULL,https://en.wikipedia.org/wiki/Alexandre_Dumas,ONLINE Source,,,,,2018-02-06,OS,2018-02-06,OS
P0236,仲马,亚历山大,zh,male,NULL,NULL,NULL,NULL,1802,1870,大仲马,zh,PL0119,https://en.wikipedia.org/wiki/Alexandre_Dumas,NULL,https://en.wikipedia.org/wiki/Alexandre_Dumas,ONLINE Source,,,,,2018-02-06,OS,2018-02-06,OS
P0237,Yuan,Shuren,en,female,unknown ,unknown ,unknown ,unknown ,1938,,NULL,NULL,PL0118,unknown,unknown,https://baike.baidu.com/item/%E8%A2%81%E6%A0%91%E4%BB%81,ONLINE Source,,,,,2018-02-06,OS,2018-02-06,OS
P0237,袁,树仁,zh,female,unknown ,unknown ,unknown ,unknown ,1938,,NULL,NULL,PL0118,unknown,unknown,https://baike.baidu.com/item/%E8%A2%81%E6%A0%91%E4%BB%81,ONLINE Source,,,,,2018-02-06,OS,2018-02-06,OS
P0238,Ye ,Weili,en,female,yes,1968,1973,PL0131,1950~,,NULL,NULL,PL0002,S03,,T00205,126,,,,,2018-02-06,OS,2018-02-06,OS
P0239,Ma,Xiaodong,en,female,yes,1968,1973,PL0007,1950~,,NULL,NULL,PL0002,S03,,T00205,126,,,,,2018-02-06,OS,2018-02-06,OS
